,n,BIC difference,AIC difference,Avg Local Term,Avg Visiting Term,Avg Institutional Term,Delta (Standard),Delta (Test Model),Alpha
All Countries,73,-5.53,-0.94,-0.0,0.29,0.71,-0.2,-0.31,-0.0
